1,93.95,19.34,76.39,65.54,84.04,3.61,80.5,25.08,64.14,45.15,85.86,70.73,46.73,68.35,6.93,1.77,28.12,32.31,80.03,12.67,23.6,74.53,69.78,53.59,77.9,70.52,78.85,40.32,24.85,78.33,69.83,53.38,97.21,31.11,84.89,32.28,57.54,92.19,5.6,37.69,45.66,85.33,16.53,43.66,39.4,22.36,49.35,94.09,59.76,64.54
1,93.43,73.29,35.89,98.17,89.53,41.67,28.55,42.38,12.68,4.65,82.66,62.67,95.24,69.65,74.76,43.12,16.83,3.17,83.16,34.89,25.62,54.33,44.63,20.3,28.88,66.05,70.03,53.27,87.19,13.95,62.81,1.16,35.08,80.22,47.25,66.96,79.06,7.93,86.98,20.06,38.52,44.45,11.1,42.5,63.47,45.46,29.98,34.77,98.17,78.92
1,86.26,79.19,32.99,55.09,8.4,67.92,57.24,51.08,21.28,14.07,33.1,32.55,76.8,96.51,32,19.98,46.36,26.87,86.07,11.58,97.84,70.33,27.75,33.42,39.66,47.52,27.3,51.31,94.69,31.22,47.01,52.35,7.15,28.18,91.58,95.1,46.38,95.43,87.03,26.14,93.83,88.98,18.81,64.63,62.65,8.15,24.21,10.96,21.78,61.53
1,84.82,18.88,22.24,5.85,84.3,44.2,41,84.51,9.84,33.3,14.35,54.81,49.63,26.92,47.34,70.95,82.94,88.07,46.64,18.73,3.07,76.65,91.82,46.54,22.98,0.94,62.58,56.63,46.4,69.11,97.61,23.55,17.92,22.71,39.83,37.84,23.01,69.74,21.21,18.82,8.15,67.66,16.15,44.09,3.69,18.99,64.84,42.54,79.54,97.13
0,88.76,83.68,91.69,18.73,90.71,38.2,75.53,64.12,95.88,1.84,69.47,35.38,54.89,22.95,69.53,83.76,57.03,91.67,58.39,4.73,13.39,39.09,47.46,83.87,64.1,7.6,16.25,67.1,16.02,83.34,51.36,15.14,10.05,70.83,4.25,98.77,10.68,5.15,83.74,54.01,61.92,94.12,35.46,41.5,7.76,6.38,4.47,42.37,17.84,94.42
0,7.91,53.29,62.29,24.29,52.48,81.25,80.82,43.32,38.72,56.46,2.56,7.71,16.04,89.4,91.17,11.66,75,73.26,33.49,27.24,72.2,99.17,7.51,69.63,30.76,40.8,24.44,75.08,3.33,21.89,60.53,63.41,99.27,80.61,33.48,43.6,46.52,17.5,43.73,47.12,97.94,19.23,57.96,16.42,8.13,22.92,14.02,96.7,67.19,39.84
1,72.42,67.49,63.21,22.9,18.28,19.93,1.29,42.92,5.74,57.68,38.12,95.11,69.81,85.39,55.39,96.67,88.97,7.53,2.3,93.82,5.44,79.97,51.49,42.46,29.89,10.01,0.73,81.92,87.39,51.82,50.08,26.42,65.51,71.17,53.86,94.79,21.27,95.52,24.96,47.45,72.84,8.12,63.04,88.11,67.07,45.07,27.26,46.62,12.5,90.66
1,60.42,92.5,61.39,13.34,35.92,19.32,57.78,52.59,48.38,65.53,68.06,10.92,52.79,77.97,11.08,5.01,66.75,66.4,88.34,70.8,54.73,37.16,46.36,26.38,21.52,75.43,61.14,67.59,39.46,30.25,81.93,1.61,34.21,2.14,34.27,88.67,34.87,41.49,32.93,37.82,67.29,17.97,16.52,34.02,3.23,12.95,56.68,16.52,66.34,62.05
0,28.33,50.84,33.99,27.48,10.75,79.24,69.26,81.42,97.62,84.48,75.43,12.18,19.32,28.46,32.65,94.48,24.23,20.27,9.45,52.04,79.75,11,35.57,7.2,46.71,37.66,22.72,20.79,9.67,93.56,99.8,32.59,83.61,57.36,9.24,54.93,12.68,85.88,81.07,6.24,42.15,28.19,75.01,70.43,36.6,75.02,93.84,2.71,69.6,49.79
1,71.95,29.73,20.23,12.29,56.28,71.24,27.6,47.17,45.19,11.46,51.8,40.29,23.43,34.03,11.6,58.68,83.72,14.55,88.68,97.11,29.72,63.25,97.33,34.01,35.64,60.99,41.32,17.69,37.81,29.96,28.47,20.67,2.45,39.06,89.99,15.37,37.05,55.4,8.72,35.75,92.93,67.52,56.86,86.26,77.52,31.28,31.17,70.23,93.71,35.37
1,6.57,27.45,6.79,62.26,62.77,27.52,77.08,62.42,0.57,28.25,10.41,88.46,84.33,32.79,95.29,26.79,12.51,37.99,4.6,56.51,7.61,88.05,93.73,23.65,48.26,51.26,37.39,37.68,73.39,22.08,20.8,90.99,43.43,52.78,70.65,77.99,21.89,19.66,39.92,78.37,75.22,55.8,11.02,75.67,44.78,72.45,73.78,55.77,34.17,81.97
1,42.79,89.65,62.84,60.53,73.78,81.67,79.23,49.56,7.91,23.24,84.72,19.79,42.23,17.51,91.81,17.28,45.17,37.56,14.77,59.91,42.78,49.6,78.83,82.49,60.33,39.99,21.14,75.4,49.22,63.24,67.08,72.77,71.95,32.23,35.13,50.65,6.02,34.61,79.57,30.24,58.07,7.48,26.21,54.48,52.22,3.85,60.6,39.38,43.3,29.21
1,78.7,66.18,80.52,56.85,18.67,15.61,10.14,14.72,63.83,97.67,74.62,74.07,67.49,61.5,52.03,22.25,97.32,35.15,77.53,67.91,30.07,3.88,24.89,38.45,29.38,32.48,13.16,31.07,34.5,1.66,98.61,83.49,20.94,43.37,57.86,26.6,97.81,14.89,60.2,71.61,52.5,46.56,9.49,59.93,52.62,61.17,64.42,20.49,46.56,96.86
0,82.98,82.72,75.63,37.68,69.11,53.5,75.98,45.21,65.3,66.28,69.49,56.24,82.64,98.99,90.79,27.66,56.76,21.85,79.08,39.31,0.91,88.96,14.61,61.62,77.67,95.3,97.87,65.99,93.69,68.09,86.51,66.22,6.69,17.48,13.43,57.41,86.59,50.44,19.07,24.79,54.02,90.66,74.88,66.71,21.8,37.18,58.1,27.72,12.5,81.69
1,0.42,63.1,43.82,82.37,25.18,35.56,80.53,52.85,2.34,25.14,43.33,76.95,0.84,55.08,36.91,84.22,20.95,77.18,96.84,18.08,7.94,98.86,36.54,56.52,22.89,29.21,57.87,51.57,39.98,18.52,41.35,67,44.44,25.4,53.91,90.91,65.06,94.59,48.08,14.63,35.76,42.87,30.05,54.93,15.12,80.84,50.95,80.66,5.35,45.95
0,5.06,55.12,29.48,75.62,20.69,53.29,50.6,69.56,66.48,69.67,65.91,9.96,73.95,52.72,69.67,93.56,30.33,83.93,94.61,55.85,81.99,39.02,35.77,45.77,19.49,45.57,44.33,34.62,71.82,33.71,38.1,63.89,17.29,57.83,14.47,73.52,42.72,89.55,74.24,3.15,7.1,36.84,56.91,19.74,58.22,57.3,27.32,6.27,65.52,7.78
0,19.23,67.23,44.37,92.13,83.72,20.44,24.03,58.75,50.68,58.51,42.51,76.34,86.88,84.27,25.34,8.28,86.17,47.12,22.15,21.41,5.76,51.14,72.6,77.01,1.09,54.02,24.68,45.65,99.49,13.33,31.99,96.84,65.77,21.55,5.78,34.04,70.64,31,10.46,42.9,37.26,68.12,28.6,38.86,67.76,49.95,99.98,32.77,4.83,94.75
0,2.15,26.16,95.76,39.99,63.24,83.25,0.93,95.48,62.54,88.58,78.88,71.11,10.55,85.36,81.49,39.36,59.08,98.82,43.61,69.61,58.51,77.19,27.97,61.81,53.79,13.31,7.49,40.09,61.39,31.88,92.01,57.5,69.33,77.21,14.71,83.53,73.9,76.4,61.24,21.48,6.98,94.21,66.62,20.42,94.54,46.88,13.05,49.05,33.84,22.87
0,23.66,85.36,25.58,51.23,48.67,43.37,40.97,9.62,76.28,8.53,62.46,90.46,57.9,80.83,73.28,49.9,86.72,33.97,84.33,20.48,86.07,68.63,37.95,67.08,70.05,53.09,78.99,32.69,22.97,14.08,45.52,83.54,95.26,99.29,17.32,17.39,49.96,1.84,98.76,21.01,19.34,61.75,39.51,46.68,94.64,84.15,18.5,92.13,99.31,41.2
0,86.19,14.73,25.36,28.09,13.28,23.63,67.69,83.66,87.62,42.68,98.78,87.32,14.65,27.09,69.82,14.01,25.19,1.1,39.04,84.19,63.39,81.22,79.14,3.81,20.47,67.33,12.35,62.63,18.01,9.77,2.11,43.83,62.94,55.99,5.09,68.01,35.39,93.97,44.12,96.81,42.43,70.69,79.26,73.57,88.82,91.47,97.53,27.32,12,65.04
1,66.05,35.1,41.44,63.21,32.11,59.12,67.71,36.36,63.06,80.61,58.67,58.32,77.33,36.48,94.4,62.31,7.02,49.18,76.93,4.99,98.64,36.29,33.26,87.91,7.77,79.83,62.33,43.35,15.38,88.7,18.59,15.43,7.15,83.58,71.43,97.29,43.02,66.26,75.78,70.48,52.64,83.21,23.92,63.01,54.25,80.45,74.78,62.97,92.95,37.41
1,33.22,1.39,15.56,0.56,80.03,82.47,39.91,47.27,10.58,14.02,51.93,65.57,64.22,21.23,62.79,39.88,25.57,34.75,50.61,41.14,89.11,10.84,38.04,17.46,87.68,61.04,46.98,50.28,58.16,54.94,36.02,10.77,88.86,12.98,76.49,83.54,11.55,94.86,83.7,29.84,2.67,48.55,37.96,32.01,93.54,25.58,77.89,73.53,73.29,48.72
1,64.28,98.83,61.58,53.17,16.5,41.03,50.19,21.22,33.85,72.06,7.03,25.79,73.46,2.91,32.53,84.03,1.33,7.92,6.69,7.44,53.6,95.95,69.2,68.01,76.52,60.67,79.37,33.23,46.46,81.87,22.21,71.33,68.77,69.34,74.49,47.69,70.52,51.84,50.5,38.83,6.08,57.46,67.4,90.99,91.48,52.06,84.64,44.91,75.96,92.18
0,71.01,36.98,40.8,25.41,84.31,98.98,99.94,84.52,97.38,71.3,79.77,44.1,75.01,78.17,98.41,97.85,65.17,64.47,43.53,98.59,1.4,29.61,98.46,75.86,93.17,35.69,81.2,25.5,95.71,5.24,1.13,92.73,41.08,49.14,51.21,22.54,61.89,1.86,81.06,56.67,92.51,8.2,68.86,15.06,62.96,39.21,51.6,59.25,54.91,38.88
0,12.27,3.88,14.16,76.84,25.17,63.45,59.28,49.03,51.96,21.68,99.93,17.73,99.12,61.17,22.54,76.6,80.9,70.26,14.36,53.48,53.86,12.19,40.3,12.56,28.75,1.58,84.54,36.82,97.55,80.4,89.8,41.9,61.37,10.93,21.37,44.48,32.08,10.12,28.31,3.55,52.66,82.67,50.77,23.39,1.92,56.26,41.59,90.53,87.81,56.92
0,37.63,49.08,99.34,77.47,32.98,71.51,30.51,46.91,61.71,95.65,80.6,8.96,56.08,86.07,75.24,35.46,15.4,25.33,60.79,8.14,66.99,45.88,97.12,64.04,5.92,88.26,43.01,81.64,70.41,14.13,46.03,23.93,37.43,61.73,9.68,58.15,79.74,9.53,96.53,59.35,19.86,71.2,80.66,32.67,1.82,45.94,12.3,51.32,43.67,15.21
0,25.58,75,89.86,67.17,94.85,81.79,94.11,74.09,88.95,42.72,46.03,90.14,61.86,31.76,90.21,97.35,49.57,29.3,75.18,63.16,91.82,90.34,96.95,37.04,30.43,16.25,2.95,67.79,38.47,49.86,48.78,33.63,30.31,66.29,63.72,29.23,26.64,21.06,61.23,53.71,16.33,62.08,60.03,10.98,27.43,78.67,69.82,90.3,8.27,87.38
0,45.58,88.71,87.48,52.41,75.81,91.7,77.23,2.35,39.83,2.53,96.64,39.71,71.44,32.9,33.93,73.64,5.12,51.82,23.38,5.35,98.36,77.91,44.39,41.12,5.5,69.98,60.87,21.76,26.25,83.68,26.62,80.62,53.4,1.26,16.94,30.39,46.44,23.65,87.18,68.47,15.54,26.47,82.19,24.26,65.26,42.29,23.27,62.32,20.16,2.55
0,23.29,0.86,62.75,34.08,46.25,42.84,53.09,68.59,36.46,18.41,14.91,67.73,87.8,87.77,75.68,8.86,45.01,75.59,32.52,27.29,91.01,57.65,76.2,5.85,95.55,29.37,92.87,72.5,17.08,85.45,30.98,63.16,16.86,45.79,47.45,62.06,65.17,88.75,81.72,7.06,68.42,77.28,47.25,44.54,69.83,11.54,35.04,64.99,47.43,21.96
1,99.76,22.19,98.83,85.45,0.76,57.06,79.27,36.68,8.78,22.5,58.16,44.44,38.06,13.07,87.18,95.49,84.25,59.26,81.8,71.7,27.63,70.65,68.01,55.14,5.79,26.26,84.6,20.8,18.89,47.72,44.08,5.33,96.72,46.15,34.77,30.86,35.38,86.76,42.7,43.18,24.17,94.66,37.51,35.2,69.42,47.11,39.22,79.88,86.22,65.41
1,43.32,36.72,93.63,42.89,89,13.7,28.94,61.19,54.56,99.37,28.65,49.21,40.04,37.02,71.09,24.44,34.18,70.67,76.46,77.04,52.1,62.55,60.57,94.91,79.56,68.38,50.41,17.8,0.85,93.25,58.42,48.01,27.45,6.08,98.81,10.83,47.09,44.34,2.65,76.06,49,75.07,12.74,59.22,95.53,28.64,54.63,46.23,16.42,66.8
1,84.19,74.47,61.07,83.16,78.85,35.73,73.82,81.57,27.67,82.23,48.47,84.9,95.64,36.89,69.89,11.45,35.85,20.63,74.3,67.1,65.11,3.32,85.35,53.18,53.45,59.23,52.25,54.64,51.38,14.5,13.74,68.26,47.67,47.62,78.87,39.81,8.8,27.28,68,22.65,78.56,1.54,60.97,85.58,63.69,21.9,87.03,46.13,17.77,25.94
1,19.83,7.04,68.32,67.42,11.57,94.73,31.83,84.96,9.44,41.41,3.55,20.59,13.9,36.62,18.51,85.84,64.27,43.51,77.19,75.19,7.28,21.07,19.49,66.19,11.74,76.69,73.57,45.78,41.87,51.83,72.04,71.33,30.48,53.77,86.86,69.79,21.41,67.29,84.12,80.14,53.61,95.93,44.58,85.24,79.37,96.62,83.64,29.85,62.42,39.64
1,13.9,13.15,22.09,88.22,88.5,66.58,27.13,60.18,7.98,23.69,90.12,42.8,9.82,2.91,7.71,66.15,80.97,48.86,18.91,19.49,79.07,15.35,85.46,11,30.14,5.09,42.07,32.25,96.84,70.56,55.26,91.38,89.93,33.88,87.41,92.44,14.95,88.36,54.74,91.33,37.77,4.53,41.33,33.67,35.75,34.76,83.48,33.82,78.35,80.67
1,37.53,29.28,84.65,99.7,9.38,89.81,56.08,38.19,61.77,0.01,60.6,28.75,97.02,69.02,49.63,3.28,90.2,2.03,4.15,73.17,64.95,99.1,74.13,60.77,55.25,54.45,2.57,21.02,13,74.15,66.92,13.99,15.96,5.17,83.59,24.63,70.33,83.37,53.74,14.88,64.29,72.39,54.12,50.11,79.79,52.46,78.81,34.99,29.94,39.14
1,96.62,67.87,23.73,41.18,60.07,24.68,68.91,67.68,43.04,86.1,94.35,76.48,20.37,88.9,65.55,85.19,8.05,47.15,78.39,11.4,14.27,45.56,12.05,60.91,40.39,56.65,18.33,57.91,33.8,78.23,87.65,27.28,73.58,85.84,94.38,27.01,85.36,2,35.22,9.45,61.01,8.57,72.11,89.45,0.95,4.43,81.36,89.11,77.37,48.34
0,64.67,87,86.49,81.05,84.39,24.02,8.95,88.37,65.08,93.9,89.43,79.78,98.29,55.31,10.01,64.42,50.07,89.44,57.2,75.27,19.43,43.03,78.26,79.16,11.36,38.76,82.81,76.11,88.38,43.89,89.39,17.99,59.75,26.06,51.05,57.46,56.32,12.58,28.21,49.39,75.37,59.18,28.95,55.35,64.62,50.92,6.79,74,30.42,39.18
1,29.33,98.08,50,58.67,37.15,10.2,99.6,78.61,21.29,76.68,44.97,41.11,61.07,15.84,28.33,15.1,43.03,43.05,48.3,49.55,77.74,68.86,40.75,71.54,89.08,65.46,97.75,62.66,29.29,92.34,7.82,41.67,28.55,65.44,55.2,86.69,16.17,30.43,73.29,42.12,3.16,69.41,47.83,82.15,77,7.33,94.1,77.15,10.64,72.89
1,13.92,3.33,15.16,75.62,22.69,57.31,52.02,40.29,11.69,1.77,74.96,35.7,88.2,32.96,90.66,64.45,55.99,58.08,40.62,14.38,2.08,88.66,40.28,40.73,35.26,32.13,86.28,26.49,80.97,88.09,48.64,50.13,28.75,54.9,69.81,80.63,50.52,78.98,68.5,86.3,82.47,43.75,43.19,41.02,66.28,76.11,28.59,23.92,20.79,87.67
0,46.49,62.04,0.2,12.2,6.48,35.43,60.93,44.82,76.22,38.4,39.59,7.56,51.48,39.15,71.47,17.08,52.57,54.63,89.57,16.23,66.02,2.33,38.95,88.66,61.88,81.28,31.73,40,29.42,19.83,75.19,77,15.8,97.52,7.5,77.06,29.94,29.6,92.78,70.42,25.11,62.18,35.9,71.3,9.84,31.72,52.68,14.52,79.88,32.55
0,2.29,75.37,71.99,86.28,94.87,54.96,36.87,70.67,67.1,81.87,64.95,23.12,81.03,23.14,83.22,70.98,16.27,8.59,74.89,22.36,5.33,75.4,49.15,84.36,86.97,9.17,10.91,65.78,46.18,95.59,45.18,52.58,39.99,72.8,12.78,69.62,57.78,44.99,67.49,75.26,4.18,93.51,26.21,48.69,96.47,62.34,53.3,51.21,90,94.38
0,2.87,45.23,55.65,47.55,21.63,23.78,67.46,5.73,69.94,41.11,71.82,59.29,4.49,56.21,18.28,79.25,85.81,82.37,35.04,95.05,38.26,71.06,36.31,31.66,36.39,53.5,67.31,36.19,43.39,42.76,99.56,39.71,79.47,93.33,22.8,15.59,68.73,61.96,34.69,96.18,23.35,78.05,33.67,52.16,52.22,80.54,97.89,79.11,28.33,2.96
0,44.09,99.14,63.99,30.41,29.47,72.53,23.64,39.69,38.98,4.32,66.22,34.01,73.26,11.08,5.65,97.89,74.05,62.61,82.3,28.57,12.96,81.53,71.22,82.11,6.75,73.1,87.34,23.39,11.51,25.06,47.92,37.43,3.68,90.76,3.18,1.5,31.33,13.87,56.69,18.09,38.17,75.46,32.21,33.26,23.03,16.17,2.57,2.82,48.66,9.93
0,21.31,7.56,17.85,57.41,68.12,76.89,92.02,60.69,85.37,33.59,11.44,37.05,96.77,70.21,43.51,6.99,74.48,34.7,77.51,2.73,27.15,71.97,38.04,98.8,64.65,0.09,55.09,61.96,31.81,50.05,44.32,50.69,89.98,67.74,37.1,85.32,72.06,5.9,77.36,43.31,6.79,48.36,45.21,24.62,58.65,76.83,69.17,20.51,6.13,42.87
1,30.26,5.42,77.89,57.6,24.06,50.7,12.63,72.69,10.08,89.11,87.91,24.09,10.62,70.79,85.8,46.03,55.56,58.23,7.83,10.94,43.6,25.24,35.78,82.85,20.94,8.67,26.16,24.91,88.92,49.17,70.66,89.52,61.32,96.13,67.06,84.82,39.88,62.07,97.99,17.05,90.67,88.5,55.74,83.78,14.84,41.37,17.93,15.86,49.24,47.25
1,84.21,22.15,13.77,53.27,44.14,19.16,49.01,29.51,6.72,52.34,65.27,88.26,12.74,91.2,80.27,45.24,20.8,22.77,38.35,91.1,44.06,58.34,56.41,30.62,46.56,80.42,96.28,81.3,28.9,19.89,99.1,49.44,8.72,7.48,54.76,10.22,20.68,76.4,4.98,49.92,36.48,98.68,16.55,55.55,32.47,82.48,59.44,84.97,10.16,45.36
0,9.44,1.86,22.22,93.96,49.07,31.58,77.71,91.7,80.75,95.6,31.86,25.56,65.86,20.66,49.81,23.17,33.86,28.23,94.46,85.89,0.57,55.4,93.31,28.47,19.15,0.34,57.71,55.37,9.09,94.74,14.39,21.75,13.18,59.1,43.09,78.8,56.24,12,88.98,28.85,37.88,94.79,47.87,49.4,58.5,36.05,36.59,42.05,7.44,10.11
0,55.18,50.6,52.64,27.64,85.15,93.91,44.76,64.86,76.41,18.2,86.27,42.07,30.47,51.93,85.29,58.21,3.26,35.02,83.25,7.49,30.79,83.01,79.43,79.48,75.55,51.16,85.86,75.45,35.6,65.16,23.56,55.84,99.69,74.95,50.36,37.12,48.16,71.6,3.97,22.65,5.28,37.16,66.6,11.29,27.81,10.85,44.15,43.78,90.31,46.26
1,2.78,21.69,96.27,3.79,35.38,53.42,0.85,24.02,56.8,41.86,69.87,71.49,44.44,50.01,98.35,41.57,93.05,89.05,29.06,46.45,35.21,20.79,17.84,1.12,8.02,99.12,93.56,57.2,88.97,72.98,16.97,54.27,87.42,51.12,50.98,5.74,6.63,49.64,82.52,81.99,69.94,29.18,42.28,88.98,43.62,0.44,95.76,79.91,6.25,46.12
0,55.02,99.2,13.21,98.54,28.26,90.44,8.87,79,49.87,33.37,71.71,20.47,83.17,5.87,33.53,13.23,23.62,34.53,65.56,38.34,55.99,28.75,95.36,78.18,69.11,50.54,72.37,53.48,91.25,44.68,9.41,13.93,43.88,76.51,38.6,29.08,41.78,54.69,97.55,33.95,97.89,67.38,87.47,62.53,85.37,85.67,42.05,99.55,26.2,89.42
0,85.27,92.01,97.46,60.3,47.42,4.04,43.18,13.57,58.08,49.94,64.39,22.37,80.95,76.53,10.45,33.51,89.08,94.32,10.16,20.03,27.96,4.43,13.43,46.64,24.05,77.36,16.11,73.3,46.04,42.01,53.18,10.49,65.27,26.9,18.58,18.75,36.78,67.54,32.73,95.15,5.39,35.94,69.74,9.3,27.01,7.27,29.51,52.41,79.28,5.59
0,96.62,98.67,44.84,3.5,76.41,23.86,46.68,49.72,42.35,42.38,83.92,95.89,76.1,8.15,55.95,7.31,37.4,81.25,19.32,82.08,93.63,97.57,73.77,11.73,4.94,18.3,98.69,38.92,79.69,36.97,20.27,65.52,30.37,69.19,42.17,58.64,34,34.53,0.99,19.05,27.89,37.79,40.94,9.42,91.15,6.5,15.53,66.16,72.67,28.97
1,51.96,64.82,67.06,6.05,55.14,25.57,72.22,26.36,40.66,59.58,75.23,71.27,97.91,82.82,4.93,35.05,52.05,16.15,60.48,20.36,53.12,88.43,24.32,56.02,49.74,58.14,0.25,74.94,68.67,72.54,40.08,95.15,84.87,42.8,94.52,43.6,43.66,31.68,12.26,92.87,4.7,16.43,9.21,83.3,93.55,43.28,80.46,14.29,75.35,43.52
0,46.63,40.16,15.39,6.74,66.63,46.65,75.39,37.31,50.94,64.27,43.52,38.95,34.88,76.85,52.92,85.23,11.37,66.95,57.36,73.33,53.71,93.01,60.13,40.68,63.66,1.46,68.48,60.15,45.09,5.95,43.19,89.04,39.38,55.89,53.04,87.89,48.16,61.7,77.04,94.05,16.32,66.65,65.12,52.46,44.42,82.73,47.33,72.01,58.19,12.68
0,78.42,43.36,53.88,34.3,66.92,20.74,23.68,13.83,93.16,29.39,95.75,85.29,0.66,52.52,64.97,44.57,82.37,32.76,13.89,12,42.81,23.1,86.95,52.35,96.26,95.88,83.99,57.86,30.31,80.11,29.53,13.94,49.58,30.24,12.2,48.43,33.07,21.5,60.49,62.49,91.31,0.41,35.81,65.72,56.96,91.05,34.84,64.04,99.76,63.39
0,53.06,24.43,0.09,22.22,27.19,30.68,42.23,57.25,98.55,52.36,10.66,31.22,65.1,59.77,73.61,31.14,6.57,57.42,54.21,5.35,17.92,39.41,86.82,73.77,74.84,62.02,67.14,36.12,79.98,39.95,50.84,51.93,39.8,45.59,9.19,73.47,68.42,78.58,81.48,4.15,76.74,4.1,42.5,59.8,85.23,5.46,4.9,49.16,11.96,92.25
0,67.28,10.87,50.76,9.19,77.44,75.36,72.02,29.33,74.14,42.63,34.91,46.43,62.03,82.99,23,10.11,28.22,48.52,35.64,11.49,95.1,26.18,67.19,62.39,19.14,45.27,5.82,51.86,38.73,85.41,73.9,34.85,7.5,57.21,44.9,43.71,97.63,51.69,35.4,11.1,27.92,22.87,63.43,69.02,75.19,40.53,8.04,73.59,55.45,47.24
0,62.05,94.75,2.68,14.55,76.26,80.71,54.14,27.4,76.45,77.03,32.5,15.96,83.69,7.34,53.08,50.56,48.62,60.52,67.06,27.45,31.25,77.53,17.56,65.23,10.66,82.65,80.01,52.59,53.5,54.34,31.04,45.42,44.91,60.31,53.56,12.99,45.34,45.49,23.41,50.16,82.36,77.8,31.31,35.41,55.46,23.78,37.75,30.25,73.36,25.16
1,14.39,61.94,62.35,80.71,58.49,50.37,40.91,99.21,62.31,13.14,73.17,23.05,2.28,74.84,54.01,6.55,51.94,44.6,85.4,62.79,37.7,98.56,98.38,85.22,20.68,40.03,23,37.06,31.06,62.32,74.42,98.54,45.45,0.17,76.19,75.96,82.71,88.87,36.13,36.41,81.52,4.74,46.91,42.39,21.65,60.12,87.78,6.4,88.51,0.74
