0,20.85,5.41,8.78,29.68,46.25,74.24,41.08,96.34,14.09,88.67,51.92,28.05,2.38,97.75,57.21,4.76,27.62,69.34,3.85,77.25,1.93,63.06,42.07,37.67,59.46,26.01,33.36,4.99,69.08,61.73
1,99.13,74.2,9.9,36.2,70.83,33.94,79.33,37.58,66.66,76.91,71.29,37.74,85.44,22.66,39.36,17.22,32.94,26.42,45.35,70.23,60.73,14.4,28.36,92.06,44.05,56.65,77.45,17.25,78.31,54.39
1,39.08,85.19,35.03,54.73,33.45,97.39,56.23,16.31,85.59,31.96,5.86,33.96,94.74,85.73,54.23,85.4,77.06,9.05,33.91,53.77,75.91,82.46,91.33,72.08,19.32,83.45,79.4,97.82,83.14,14.39
0,23.37,93.35,64.36,13.16,66.12,1.57,12.92,74.3,30.5,23.99,70.56,87.87,10.84,78.65,60.37,16.45,46.27,43.88,89.59,87.41,65.15,27.12,33.59,21.95,25.66,56.78,16.26,80.85,99.38,33.67
1,53.62,44.34,36.23,55.62,26.66,97.83,87.24,84.54,25.34,35.02,17.61,3.62,33.57,63.81,1.81,38.04,43.14,27.73,43.4,31.36,16.77,86.43,11.35,14.14,30.2,35.52,54.82,3.3,76.15,38.45
1,55,75.15,95.17,1.81,69.51,31.29,62.29,94.69,14.09,37.14,13.46,44.86,48.37,31.88,72.58,34.29,67.79,28.69,63.26,5.9,35.39,14.59,4.81,24.67,74.65,49.61,55.88,59.52,58.35,14.31
0,60.71,10.41,17.29,3.08,68.47,67.32,61.99,6.35,47.77,30.91,96.2,15.29,48.65,48.64,82.17,57.65,62.73,72.23,87.51,25.46,49.63,20.73,43.18,20.15,21.08,54.43,93.46,66.22,17.16,85.47
0,11.05,1.75,5.94,99.85,54.49,40.24,68.26,45.62,87.56,92.72,49.17,22.77,90.48,33.72,9.92,81.53,27.64,64.44,68.57,35.84,97.48,97.63,14.41,97.78,99.96,23.39,1.9,93.36,27.04,40.02
0,41.38,37.94,38.08,33.82,30.33,19.41,34.42,30.18,83.6,21.92,64.4,84.67,72.06,16.26,92.37,85.84,53.86,83.36,27.14,57.07,74.34,93.33,76.62,5.06,7.28,61.19,85.37,12.82,56.39,76.84
0,23.42,20.47,38.33,67.04,24.43,16.43,2.09,96.42,90.13,48.57,90.45,51.99,34.3,51.44,0.31,67.55,36.96,59.79,70.21,35.56,63.94,39.67,84.47,56.82,1.07,71.03,28.95,19.61,2.41,43.45
1,72.3,21.36,96.46,32.03,47.9,44,36.52,76.98,44.28,28.48,81.18,36.99,98.85,42.18,82.63,30.06,83.12,22.65,41.93,68.97,34.52,97.01,68.09,90.4,84.94,23,72.77,97.79,35.14,63.32
1,92.48,6.34,10.22,3.39,38.11,12.43,64.19,93.61,8.67,42.53,80.52,22.14,83.34,91,53.08,30.06,80.65,27.91,4.07,97.58,98.15,7.19,82.23,50.26,10.65,33.58,22.34,28.76,9.77,18.03
1,46.34,45.04,43.97,45.36,47.43,20.11,69.49,54.47,47.04,69.51,2.19,97.47,65.11,2.88,62.22,9.8,29.99,59.41,2.52,54.72,17.17,94.58,5.04,56.09,99.15,67.25,57.96,74.66,18.36,29.79
0,17.01,35.28,49,9.34,59.42,23.54,33.74,72.21,95.25,42.26,49.19,42.18,66.68,16.82,76.14,35.27,18.97,30.24,16.68,59.81,39.05,99.5,3.82,80,12.47,56.87,71.61,1.51,74.38,65.65
